date,value
2021-05-21,72.57
2021-05-24,73.37
2021-05-25,72.47
2021-05-26,73.57
2021-05-27,73.77
2021-05-28,73.4
2021-06-01,73.4
2021-06-02,73
2021-06-03,71.11
2021-06-04,73.3
2021-06-07,74.7
2021-06-08,74.7
2021-06-09,75.59
2021-06-10,76.49
2021-06-11,77.26
2021-06-14,77.56
2021-06-15,75.44
2021-06-16,75.24
2021-06-17,75.44
2021-06-18,72.62
2021-06-21,74.02
2021-06-22,74.52
2021-06-23,74.59
2021-06-24,77.09
2021-06-25,78.5
2021-06-28,78.98
2021-06-29,77.88
2021-06-30,76.89
2021-07-01,77.78
2021-07-02,76.09
2021-07-06,74.27
2021-07-07,72.98
2021-07-08,71.68
2021-07-09,73.87
2021-07-12,72.98
2021-07-13,70.08
2021-07-14,67.09
2021-07-15,66.1
2021-07-16,62.57
2021-07-19,59.14
2021-07-20,65.43
2021-07-21,68.03
2021-07-22,64.73
2021-07-23,65.8
2021-07-26,65.8
2021-07-27,63.4
2021-07-28,66.16
2021-07-29,66.76
2021-07-30,65.35
2021-08-02,64.63
2021-08-03,64.24
2021-08-04,61.98
2021-08-05,63.65
2021-08-06,64.04
2021-08-09,63.26
2021-08-10,61.88
2021-08-11,62.47
2021-08-12,60.6
2021-08-13,59.62
2021-08-16,58.05
2021-08-17,56.38
2021-08-18,54.22
2021-08-19,52.25
2021-08-20,54.91
2021-08-23,57.46
2021-08-24,58.93
2021-08-25,59.92
2021-08-26,57.36
2021-08-27,60.9
2021-08-30,59.29
2021-08-31,60.03
2021-09-01,60.44
2021-09-02,61.11
2021-09-03,59.65
2021-09-07,58.64
2021-09-08,56.01
2021-09-09,55.81
2021-09-10,54.29
2021-09-13,55.2
2021-09-14,52.42
2021-09-15,53.44
2021-09-16,52.17
2021-09-17,53.49
2021-09-20,48.32
2021-09-21,47.72
2021-09-22,50.96
2021-09-23,54.91
2021-09-24,54.4
2021-09-27,55.92
2021-09-28,50.55
2021-09-29,50.45
2021-09-30,49.24
2021-10-01,52.07
2021-10-04,46.65
2021-10-05,47.76
2021-10-06,47.41
2021-10-07,50.22
2021-10-08,48.56
2021-10-11,47.58
2021-10-12,47.76
2021-10-13,48.3
2021-10-14,50.71
2021-10-15,50.35
2021-10-18,49.73
2021-10-19,50.85
2021-10-20,52.24
2021-10-21,52.59
2021-10-22,52.15
2021-10-25,52.95
2021-10-26,51.61
2021-10-27,48.65
2021-10-28,51.25
2021-10-29,54.28
2021-11-01,58.82
2021-11-02,58.92
2021-11-03,61.61
2021-11-04,60.31
2021-11-05,62.01
2021-11-08,62.07
2021-11-09,61.37
2021-11-10,58.98
2021-11-11,60.17
2021-11-12,60.07
2021-11-15,58.88
2021-11-16,58.98
2021-11-17,57.18
2021-11-18,54.49
2021-11-19,53.59
2021-11-22,53.29
2021-11-23,52.69
2021-11-24,52.34
2021-11-26,47.05
2021-11-29,46.59
2021-11-30,43
2021-12-01,39.68
2021-12-02,44.11
2021-12-03,40.91
2021-12-06,44.61
2021-12-07,46.7
2021-12-08,48.2
2021-12-09,44.51
2021-12-10,44.35
2021-12-13,42.79
2021-12-14,41.29
2021-12-15,44
2021-12-16,42.2
2021-12-17,41.9
2021-12-20,39.4
2021-12-21,44.59
2021-12-22,46.09
2021-12-23,47.7
2021-12-27,50.59
2021-12-28,49.7
2021-12-29,49.9
2021-12-30,50.05
2021-12-31,49.54
2022-01-03,56.78
2022-01-04,55.16
2022-01-05,50.31
2022-01-06,50.08
2022-01-07,48.87
2022-01-10,47.92
2022-01-11,50.81
2022-01-12,50
2022-01-13,47.2
2022-01-14,47.02
2022-01-18,41.98
2022-01-19,40.18
2022-01-20,36.48
2022-01-21,33
2022-01-24,35.97
2022-01-25,32.91
2022-01-26,30.41
